Year,District,Area,Zone,Population,Water_Demand_MLD,Water_Supply_MLD,Supply_Coverage_Percent,Water_Quality_Index,pH,TDS_ppm,Residual_Chlorine_mgL,Turbidity_NTU,Groundwater_Level_m_bgl,Rainfall_mm,Leakage_Percent,Non_Revenue_Water_Percent,Complaint_Count,Pipeline_Length_km,Treatment_Plant,Water_Source,Water_Quality_Status,Priority_Level
2015,North Delhi,GTB Nagar,North,47705,12.48,9.93,79.5,76.1,8.1,239,0.71,1.3,11.7,924,27.1,32.7,238,47,Bawana,Yamuna,Poor,High
2016,North Delhi,GTB Nagar,North,48458,10.49,8.45,80.5,77.2,7.8,360,0.34,0.5,11.9,639,26,31.6,216,47,Okhla,Ganga Canal,Poor,High
2017,North Delhi,GTB Nagar,North,49176,12.13,9.97,82.2,78,7.7,248,0.37,2.1,12.4,945,25.4,30.6,200,47,Haiderpur,Groundwater,Poor,High
2018,North Delhi,GTB Nagar,North,49904,10.3,8.92,86.6,79.3,7.2,269,0.26,0.4,12.6,549,24.5,30.2,180,47,Wazirabad,Ganga Canal,Poor,Medium
2019,North Delhi,GTB Nagar,North,50925,11.41,10.04,88,79.9,8.1,357,0.39,0.4,13.1,868,23.4,29.7,172,47,Okhla,Yamuna,Poor,Medium
2020,North Delhi,GTB Nagar,North,51865,12.75,11.28,88.4,80.6,7.2,341,0.58,1,13.5,714,22.2,29.9,151,47,Haiderpur,Ganga Canal,Moderate,Medium
2021,North Delhi,GTB Nagar,North,52739,12,10.82,90.2,81.9,7.9,283,0.53,0.4,13.8,741,21.1,25.2,142,47,Okhla,Ganga Canal,Moderate,Medium
2022,North Delhi,GTB Nagar,North,53433,12.55,11.17,89,82.6,7.6,408,0.27,1.8,14.3,826,20.3,28.2,139,47,Wazirabad,Groundwater,Moderate,Medium
2023,North Delhi,GTB Nagar,North,54555,10.96,9.78,89.3,83.3,8.1,251,0.8,1.7,14.7,799,19.3,27.2,136,47,Bawana,Ganga Canal,Moderate,Medium
2024,North Delhi,GTB Nagar,North,55467,13.46,12.62,93.8,84.4,7.8,265,0.77,1.5,14.9,515,18.5,24.2,103,47,Haiderpur,Groundwater,Moderate,Low
2025,North Delhi,GTB Nagar,North,56154,12.42,11.69,94.1,85.6,7.7,445,0.57,0.7,15.2,581,17.5,22.9,115,47,Bawana,Groundwater,Moderate,Low
2014,North Delhi,Timarpur,North,49560,11.46,9.14,79.7,77.3,7.5,386,0.23,0.5,16.9,432,31.7,38.8,247,55,Bawana,Ganga Canal,Poor,High
2015,North Delhi,Timarpur,North,50252,11,8.75,79.5,78.2,8.2,344,0.54,0.4,17.3,755,30.5,34.1,240,55,Okhla,Ganga Canal,Poor,High
2016,North Delhi,Timarpur,North,50920,12.86,10.37,80.6,79.5,7.4,485,0.21,0.5,17.5,486,29.8,34.9,241,55,Haiderpur,Ganga Canal,Poor,High
2017,North Delhi,Timarpur,North,51884,10.88,9.08,83.4,80.3,7.8,368,0.48,1.5,17.9,692,29,36.2,205,55,Wazirabad,Groundwater,Moderate,High
2018,North Delhi,Timarpur,North,52727,11.75,10,85.1,81.3,7.9,261,0.77,0.8,18.3,905,28.4,34.9,211,55,Bawana,Ganga Canal,Moderate,Medium
2019,North Delhi,Timarpur,North,53747,12.98,11.25,86.7,82.7,7.5,312,0.55,2.1,18.8,518,27.3,32.4,190,55,Chandrawal,Yamuna,Moderate,Medium
2020,North Delhi,Timarpur,North,54619,13.41,11.96,89.2,83.6,7.5,428,0.68,1.5,19.1,610,26.8,33.2,181,55,Wazirabad,Ganga Canal,Moderate,Medium
2021,North Delhi,Timarpur,North,55454,11.05,9.62,87,84.3,8.2,221,0.78,1.2,19.5,797,25.9,33.8,186,55,Bawana,Ganga Canal,Moderate,Medium
2022,North Delhi,Timarpur,North,56273,12.11,10.86,89.7,85,7.5,185,0.43,1.2,19.9,746,24.7,31.3,168,55,Bhagirathi,Yamuna,Moderate,Medium
2023,North Delhi,Timarpur,North,57349,13.95,12.44,89.1,85.9,7.1,387,0.69,0.8,20.1,449,24,28.1,153,55,Wazirabad,Yamuna,Moderate,Medium
2024,North Delhi,Timarpur,North,58043,12.31,11.51,93.5,86.9,7.8,325,0.46,1.9,20.5,692,23.4,30.2,127,55,Haiderpur,Groundwater,Moderate,Low
2025,North Delhi,Timarpur,North,59150,12.2,11.21,91.9,87.7,7.2,241,0.72,0.4,20.8,478,22.6,30.2,140,55,Wazirabad,Groundwater,Moderate,Medium
2014,North Delhi,Kingsway Camp,North,54755,11.8,9.24,78.3,81.1,8.1,302,0.3,1.1,12,787,25.3,31.7,239,38,Okhla,Ganga Canal,Moderate,High
2015,North Delhi,Kingsway Camp,North,55689,12.38,10.21,82.5,82.1,7.6,317,0.44,1.4,12.3,767,24.7,29.9,206,38,Okhla,Yamuna,Moderate,High
2016,North Delhi,Kingsway Camp,North,56548,11.71,9.73,83.1,83.1,7.9,192,0.48,2.2,12.5,878,23.9,31,194,38,Dwarka,Groundwater,Moderate,High
2017,North Delhi,Kingsway Camp,North,57782,11.41,9.49,83.2,84.1,8.1,477,0.51,1.9,12.8,976,23.4,30.6,187,38,Bhagirathi,Yamuna,Moderate,High
2018,North Delhi,Kingsway Camp,North,58730,14.06,12.07,85.8,85.6,7.4,181,0.49,2.3,13,443,22.8,26.3,175,38,Dwarka,Yamuna,Moderate,Medium
2019,North Delhi,Kingsway Camp,North,59801,12.54,10.71,85.4,86.6,7.3,215,0.33,0.9,13.3,885,21.8,28.6,172,38,Okhla,Groundwater,Moderate,Medium
2020,North Delhi,Kingsway Camp,North,60579,14.39,12.33,85.7,87.3,7.4,451,0.61,1.2,13.6,545,20.8,25.7,160,38,Chandrawal,Groundwater,Moderate,Medium
2021,North Delhi,Kingsway Camp,North,61725,15.11,13.26,87.7,88.4,7.7,399,0.36,2.3,14,907,20,24.8,148,38,Chandrawal,Groundwater,Good,Medium
2022,North Delhi,Kingsway Camp,North,62698,12.89,11.34,88,89.7,8,226,0.58,1.7,14.4,658,19.1,23.6,142,38,Bawana,Yamuna,Good,Medium
2023,North Delhi,Kingsway Camp,North,63780,13.44,12.47,92.8,91.1,7.8,388,0.46,1.4,14.7,554,18.1,21.3,105,38,Chandrawal,Ganga Canal,Good,Low
2024,North Delhi,Kingsway Camp,North,64924,14.08,13.12,93.2,92.1,7.4,361,0.6,1.2,15,451,16.9,19.9,117,38,Chandrawal,Yamuna,Good,Low
2025,North Delhi,Kingsway Camp,North,65992,14.31,13.41,93.7,92.7,7.4,430,0.48,1.6,15.2,729,16.3,20.5,94,38,Okhla,Ganga Canal,Good,Low
2014,North Delhi,Nirankari Colony,North,49448,10.6,8.62,81.3,73.8,7.1,480,0.48,2.4,18.3,717,25.9,31.5,205,24,Wazirabad,Yamuna,Poor,High
2015,North Delhi,Nirankari Colony,North,50305,11.11,9.02,81.2,74.9,7,514,0.31,1.2,18.5,912,24.8,30.1,216,24,Bawana,Groundwater,Poor,High
2016,North Delhi,Nirankari Colony,North,51140,12.66,10.4,82.1,75.5,7.6,201,0.63,0.5,18.8,582,23.8,31.7,211,24,Okhla,Ganga Canal,Poor,High
2017,North Delhi,Nirankari Colony,North,52199,10.95,9.25,84.5,76.3,7.6,239,0.63,0.6,19.1,817,23.2,30.7,190,24,Haiderpur,Groundwater,Poor,High
2018,North Delhi,Nirankari Colony,North,53288,11.03,9.19,83.3,77.1,7.3,248,0.27,1.7,19.3,879,22.4,26.1,181,24,Haiderpur,Groundwater,Poor,High
2019,North Delhi,Nirankari Colony,North,54156,10.93,9.35,85.5,77.9,7.1,442,0.41,2.4,19.7,949,21.5,24.8,182,24,Bawana,Groundwater,Poor,Medium
2020,North Delhi,Nirankari Colony,North,55291,13.91,12.09,86.9,79.1,7.5,308,0.74,0.8,20.1,589,20.9,26,161,24,Okhla,Yamuna,Poor,Medium
2021,North Delhi,Nirankari Colony,North,56125,13.89,12.28,88.4,80.1,7.2,330,0.22,1.3,20.5,796,20.2,26.9,151,24,Dwarka,Groundwater,Moderate,Medium
2022,North Delhi,Nirankari Colony,North,57352,13.37,11.85,88.6,80.9,8.1,341,0.8,1.3,20.9,841,19.1,26.9,145,24,Wazirabad,Groundwater,Moderate,Medium
2023,North Delhi,Nirankari Colony,North,58287,12.18,11.21,92,82,7.4,234,0.52,1.7,21.1,858,18.1,22.7,123,24,Okhla,Ganga Canal,Moderate,Low
2024,North Delhi,Nirankari Colony,North,59232,14.16,13.06,92.2,82.8,7.9,414,0.51,1.4,21.4,829,17.3,23.9,106,24,Wazirabad,Groundwater,Moderate,Low
2025,North Delhi,Nirankari Colony,North,60017,13.95,12.75,91.4,83.8,7.4,395,0.46,2,21.9,888,16.2,21.5,119,24,Okhla,Groundwater,Moderate,Medium
2014,North Delhi,Majlis Park,North,46108,9.99,7.97,79.8,77.8,7.3,299,0.63,0.9,16.5,965,30.5,36.5,240,49,Bawana,Yamuna,Poor,High
2015,North Delhi,Majlis Park,North,46671,10.13,8.27,81.6,78.7,7.1,390,0.34,1.7,16.9,747,29.6,34.7,223,49,Bawana,Ganga Canal,Poor,High
2016,North Delhi,Majlis Park,North,47570,10.67,8.83,82.8,79.7,7,251,0.53,0.6,17.2,579,29,34.5,216,49,Bhagirathi,Yamuna,Poor,High
2017,North Delhi,Majlis Park,North,48250,10.32,8.78,85.1,80.9,7.5,345,0.76,2.5,17.6,536,27.9,32.7,197,49,Chandrawal,Groundwater,Moderate,Medium
2018,North Delhi,Majlis Park,North,48946,11.28,9.41,83.4,81.5,8.2,388,0.44,1.2,17.9,672,27,32.4,203,49,Chandrawal,Yamuna,Moderate,High
2019,North Delhi,Majlis Park,North,49583,10.9,9.49,87.1,82.5,8,320,0.75,0.8,18.2,867,26.1,29.3,184,49,Chandrawal,Ganga Canal,Moderate,Medium
2020,North Delhi,Majlis Park,North,50500,11.73,10.17,86.7,83.3,7.9,506,0.31,2.1,18.5,457,25.2,32,174,49,Bhagirathi,Ganga Canal,Moderate,Medium
2021,North Delhi,Majlis Park,North,51135,11.99,10.51,87.7,84.2,7.2,390,0.66,1.3,18.8,898,24.3,28,168,49,Bawana,Yamuna,Moderate,Medium
2022,North Delhi,Majlis Park,North,51925,11.08,10.08,91,85.5,7.5,403,0.46,0.5,19.3,908,23.7,28,156,49,Bawana,Yamuna,Moderate,Medium
2023,North Delhi,Majlis Park,North,52696,13.19,12.15,92.1,86.9,7.6,305,0.51,1.9,19.7,573,23.1,26.6,137,49,Bhagirathi,Ganga Canal,Moderate,Low
2024,North Delhi,Majlis Park,North,53749,11.43,10.31,90.2,88.3,7.8,331,0.25,1.8,19.9,911,22.3,27.3,155,49,Bhagirathi,Yamuna,Good,Medium
2025,North Delhi,Majlis Park,North,54742,12.1,11.07,91.5,89.7,7.7,228,0.23,0.6,20.1,656,21.1,26.2,144,49,Chandrawal,Groundwater,Good,Medium
2014,North Delhi,Jahangirpuri,North,54671,13.16,10.33,78.5,82.4,7.6,488,0.63,2,14.3,833,26,33.5,228,38,Dwarka,Ganga Canal,Moderate,High
2015,North Delhi,Jahangirpuri,North,55530,11.05,8.94,80.9,83.7,7.8,277,0.31,1,14.5,854,25.4,30,225,38,Dwarka,Yamuna,Moderate,High
2016,North Delhi,Jahangirpuri,North,56686,12.44,10.21,82.1,84.9,7.4,203,0.67,1.7,14.9,682,24.4,30.3,201,38,Haiderpur,Ganga Canal,Moderate,High
2017,North Delhi,Jahangirpuri,North,57694,13.15,10.92,83,85.7,7.8,366,0.26,1.5,15.1,932,23.7,30.3,186,38,Wazirabad,Groundwater,Moderate,High
2018,North Delhi,Jahangirpuri,North,58813,11.93,10.04,84.1,87.1,8,423,0.39,2.4,15.4,713,23.1,26.6,190,38,Wazirabad,Yamuna,Moderate,High
2019,North Delhi,Jahangirpuri,North,60054,13.84,11.87,85.8,88.5,7.2,320,0.57,2.4,15.9,968,22.4,30.3,167,38,Bhagirathi,Groundwater,Good,Medium
2020,North Delhi,Jahangirpuri,North,60980,14.96,12.95,86.6,89.3,8.1,269,0.68,1.6,16.4,706,21.7,26.2,165,38,Wazirabad,Groundwater,Good,Medium
2021,North Delhi,Jahangirpuri,North,61783,14.61,13.18,90.2,90.1,8,329,0.61,0.9,16.7,450,20.5,24.1,141,38,Chandrawal,Yamuna,Good,Medium
2022,North Delhi,Jahangirpuri,North,62687,12.86,11.56,89.9,91.5,8,181,0.57,2.3,17.1,752,19.4,23.3,145,38,Bhagirathi,Yamuna,Good,Medium
2023,North Delhi,Jahangirpuri,North,63559,13.42,11.93,88.9,92.3,7.4,420,0.53,1.2,17.6,913,18.3,25.2,131,38,Chandrawal,Groundwater,Good,Medium
2024,North Delhi,Jahangirpuri,North,64465,13.96,12.87,92.2,93.2,7.3,445,0.76,0.9,18.1,773,17.1,22.8,108,38,Bhagirathi,Yamuna,Good,Low
2025,North Delhi,Jahangirpuri,North,65865,14.55,13.47,92.6,94.5,7.9,216,0.41,0.8,18.5,756,16.1,19.6,111,38,Dwarka,Yamuna,Good,Low
2014,North Delhi,Bhalaswa,North,48306,12.62,10.11,80.1,75.4,7.7,442,0.26,1.8,13,840,23.8,27.5,224,52,Wazirabad,Ganga Canal,Poor,High
2015,North Delhi,Bhalaswa,North,48901,11.44,9.1,79.5,76.2,8.1,400,0.38,1.7,13.3,547,22.9,30.4,204,52,Bawana,Ganga Canal,Poor,High
2016,North Delhi,Bhalaswa,North,49555,11.08,9.31,84,76.8,8.1,520,0.23,1.2,13.6,803,21.8,26.9,180,52,Okhla,Groundwater,Poor,High
2017,North Delhi,Bhalaswa,North,50537,13.02,10.79,82.9,77.6,7.2,497,0.3,0.8,13.9,516,21,25.8,195,52,Bawana,Groundwater,Poor,High
2018,North Delhi,Bhalaswa,North,51352,11.91,9.94,83.5,79,7,491,0.37,1.2,14.4,652,20.1,26.2,187,52,Okhla,Groundwater,Poor,High
2019,North Delhi,Bhalaswa,North,52217,11.05,9.32,84.4,80,7.8,425,0.49,1.4,14.7,687,19,25.3,177,52,Dwarka,Yamuna,Poor,High
2020,North Delhi,Bhalaswa,North,53365,11.52,10.04,87.2,81.1,7.2,398,0.28,2,15,666,18.3,24.1,152,52,Wazirabad,Yamuna,Moderate,Medium
2021,North Delhi,Bhalaswa,North,54536,13.18,11.79,89.5,81.7,7,390,0.24,2.4,15.2,684,17.6,21.3,139,52,Bawana,Groundwater,Moderate,Medium
2022,North Delhi,Bhalaswa,North,55498,12.05,10.83,89.9,82.6,7.4,381,0.4,0.8,15.6,695,16.8,21.9,136,52,Wazirabad,Ganga Canal,Moderate,Medium
2023,North Delhi,Bhalaswa,North,56296,11.92,10.66,89.5,83.4,7.3,386,0.44,1.4,16,510,15.6,18.8,117,52,Chandrawal,Groundwater,Moderate,Medium
2024,North Delhi,Bhalaswa,North,57182,11.84,10.76,90.9,84.8,7.7,300,0.45,0.8,16.2,979,14.7,18,112,52,Bawana,Ganga Canal,Moderate,Medium
2025,North Delhi,Bhalaswa,North,58249,12.38,11.52,93.1,85.4,7.5,339,0.5,1,16.6,577,14.1,18.8,90,52,Bhagirathi,Groundwater,Moderate,Low
2014,North Delhi,Kewal Park,North,54620,11.66,9.49,81.4,79.5,7.1,279,0.59,0.9,14.2,952,32.1,37.7,238,45,Haiderpur,Groundwater,Poor,High
2015,North Delhi,Kewal Park,North,55369,12.88,10.64,82.6,80.6,7.4,247,0.6,0.8,14.4,936,31.5,35.7,231,45,Bawana,Groundwater,Moderate,High
2016,North Delhi,Kewal Park,North,56466,13.96,11.66,83.5,81.4,8.2,296,0.64,2.3,14.7,629,30.4,35.9,212,45,Bhagirathi,Groundwater,Moderate,High
2017,North Delhi,Kewal Park,North,57499,12.99,10.74,82.7,82.5,7.5,334,0.66,2.1,14.9,619,29.7,36.1,225,45,Bawana,Yamuna,Moderate,High
2018,North Delhi,Kewal Park,North,58744,11.69,10.12,86.6,83.9,7.9,225,0.4,0.8,15.3,893,28.8,33.9,203,45,Okhla,Groundwater,Moderate,Medium
2019,North Delhi,Kewal Park,North,59825,12.66,11.01,87,85.2,7.3,495,0.47,1.4,15.5,619,27.9,33.1,188,45,Dwarka,Ganga Canal,Moderate,Medium
2020,North Delhi,Kewal Park,North,60624,14.15,12.35,87.3,86.7,7.3,512,0.2,0.9,15.9,519,26.9,33.1,186,45,Wazirabad,Ganga Canal,Moderate,Medium
2021,North Delhi,Kewal Park,North,61610,13.27,11.49,86.6,88.1,7.5,518,0.3,0.6,16.1,937,26.4,33.8,185,45,Dwarka,Groundwater,Good,Medium
2022,North Delhi,Kewal Park,North,62637,12.9,11.36,88.1,89,7.8,417,0.8,1.7,16.4,521,25.4,32.8,169,45,Bawana,Ganga Canal,Good,Medium
2023,North Delhi,Kewal Park,North,63762,13.66,12.34,90.3,90.1,7.7,233,0.61,0.9,16.6,646,24.7,29.7,153,45,Dwarka,Ganga Canal,Good,Medium
2024,North Delhi,Kewal Park,North,64947,14,12.79,91.4,90.9,7.6,507,0.79,0.5,17,837,23.8,29.5,143,45,Dwarka,Ganga Canal,Good,Medium
2025,North Delhi,Kewal Park,North,65894,13.12,12.29,93.7,91.8,8,355,0.28,2.4,17.2,766,23.2,30.8,139,45,Haiderpur,Ganga Canal,Good,Low
2014,North Delhi,Gulabi Bagh,North,54484,12.12,9.73,80.3,78,7.8,448,0.51,2.5,15.7,549,29.9,35.3,230,47,Dwarka,Ganga Canal,Poor,High
2015,North Delhi,Gulabi Bagh,North,55563,13.91,11.14,80.1,79,8,354,0.37,1.5,15.9,821,29.1,34.4,227,47,Chandrawal,Groundwater,Poor,High
2016,North Delhi,Gulabi Bagh,North,56637,12.79,10.79,84.4,80.4,8,235,0.53,1.2,16.2,816,28.4,32.9,199,47,Dwarka,Yamuna,Moderate,High
2017,North Delhi,Gulabi Bagh,North,57372,12.24,10.09,82.4,81.1,7.9,340,0.42,1.1,16.4,661,27.8,35.5,222,47,Haiderpur,Ganga Canal,Moderate,High
2018,North Delhi,Gulabi Bagh,North,58277,13.17,11.33,86,82.6,7.7,348,0.29,1.9,16.8,590,27,30,195,47,Okhla,Groundwater,Moderate,Medium
2019,North Delhi,Gulabi Bagh,North,59060,13.66,11.92,87.2,83.9,8,181,0.29,0.6,17.1,491,25.8,33.7,187,47,Okhla,Yamuna,Moderate,Medium
2020,North Delhi,Gulabi Bagh,North,60353,13.18,11.46,86.9,84.7,7.3,337,0.77,0.6,17.5,481,24.7,29.2,167,47,Dwarka,Groundwater,Moderate,Medium
2021,North Delhi,Gulabi Bagh,North,61565,13.24,11.79,89.1,85.9,8.2,251,0.5,1.8,17.9,458,23.6,28.1,163,47,Chandrawal,Yamuna,Moderate,Medium
2022,North Delhi,Gulabi Bagh,North,62454,14.83,13.33,89.9,87.1,7.7,286,0.27,1.7,18.2,708,22.9,25.9,152,47,Bawana,Yamuna,Moderate,Medium
2023,North Delhi,Gulabi Bagh,North,63443,13.2,11.99,90.9,88,7.5,242,0.53,1.1,18.7,435,22,26.4,150,47,Dwarka,Ganga Canal,Moderate,Medium
2024,North Delhi,Gulabi Bagh,North,64821,12.83,11.93,93,88.7,8.2,434,0.34,1.7,19.1,760,21.2,28.4,118,47,Wazirabad,Yamuna,Good,Low
2025,North Delhi,Gulabi Bagh,North,65652,14.01,13.15,93.9,89.8,7.7,490,0.56,0.5,19.4,467,20.2,25.7,120,47,Okhla,Ganga Canal,Good,Low
2014,North East Delhi,Seelampur,East,106207,20.42,16.39,80.3,75.2,7.3,468,0.48,2.4,11.6,703,30.9,34.4,250,21,Bhagirathi,Groundwater,Poor,High
2015,North East Delhi,Seelampur,East,108071,22.49,18.39,81.8,76,7.9,206,0.29,1.9,12.1,705,30,34.1,230,21,Bawana,Ganga Canal,Poor,High
2016,North East Delhi,Seelampur,East,109447,23.44,19.65,83.8,76.7,7.2,329,0.46,0.8,12.5,454,29.2,33.4,212,21,Bhagirathi,Yamuna,Poor,High
2017,North East Delhi,Seelampur,East,110915,23.52,19.87,84.5,77.5,7.6,311,0.64,0.8,12.8,679,28.6,34.6,203,21,Haiderpur,Ganga Canal,Poor,High
2018,North East Delhi,Seelampur,East,112451,23.41,20.1,85.9,78.7,7.6,475,0.8,2.4,13,552,28,32.8,190,21,Okhla,Groundwater,Poor,Medium
2019,North East Delhi,Seelampur,East,113883,24.2,20.59,85.1,80.2,7.6,329,0.66,1.5,13.4,565,26.9,34.8,191,21,Dwarka,Ganga Canal,Moderate,Medium
2020,North East Delhi,Seelampur,East,116279,22.33,19.68,88.1,81.1,7.6,370,0.68,0.8,13.9,552,26,32.3,173,21,Wazirabad,Ganga Canal,Moderate,Medium
2021,North East Delhi,Seelampur,East,118244,23.47,20.48,87.3,82.4,7.3,396,0.65,2.5,14.4,446,25,31.1,171,21,Haiderpur,Yamuna,Moderate,Medium
2022,North East Delhi,Seelampur,East,120180,24.72,22.13,89.5,83.8,7.6,505,0.41,1.4,14.6,768,24.2,27.7,152,21,Haiderpur,Groundwater,Moderate,Medium
2023,North East Delhi,Seelampur,East,122229,23.25,21.11,90.8,84.9,7.2,222,0.21,1.5,15,817,23.6,27.5,141,21,Haiderpur,Groundwater,Moderate,Medium
2024,North East Delhi,Seelampur,East,123843,25.98,23.53,90.6,86.3,8,234,0.61,0.5,15.4,597,22.8,29.3,147,21,Chandrawal,Ganga Canal,Moderate,Medium
2025,North East Delhi,Seelampur,East,125727,25.88,24.14,93.3,86.9,8.1,462,0.44,0.6,15.9,763,22.2,29.4,127,21,Chandrawal,Yamuna,Moderate,Low
2014,North East Delhi,Welcome,East,112058,24.12,19.49,80.8,74,7.9,321,0.66,2.5,16.8,605,25.8,29.4,224,55,Chandrawal,Yamuna,Poor,High
2015,North East Delhi,Welcome,East,114096,21.63,17.15,79.3,75.2,7,236,0.21,1.9,17.3,749,24.8,32.1,233,55,Bhagirathi,Yamuna,Poor,High
2016,North East Delhi,Welcome,East,115705,23.15,19.39,83.8,75.9,8,308,0.27,1.1,17.5,701,24.2,30.1,198,55,Bhagirathi,Yamuna,Poor,High
2017,North East Delhi,Welcome,East,117571,23.94,20.07,83.8,76.8,7,395,0.68,0.8,17.8,548,23.7,29.3,189,55,Chandrawal,Groundwater,Poor,High
2018,North East Delhi,Welcome,East,119858,25.12,20.81,82.9,78.1,7.6,326,0.5,1.1,18.3,614,23,30.7,190,55,Chandrawal,Ganga Canal,Poor,High
2019,North East Delhi,Welcome,East,122084,25.74,21.93,85.2,79.5,7.9,462,0.66,1,18.7,764,22,26.3,186,55,Haiderpur,Yamuna,Poor,Medium
2020,North East Delhi,Welcome,East,123996,23.5,20.69,88.1,80.5,7.9,244,0.73,0.8,19.1,616,21.2,26.4,156,55,Chandrawal,Groundwater,Moderate,Medium
2021,North East Delhi,Welcome,East,126609,26.6,23.97,90.1,81.3,7.9,443,0.43,0.7,19.4,459,20.3,27.8,131,55,Okhla,Yamuna,Moderate,Medium
2022,North East Delhi,Welcome,East,128570,24.36,21.97,90.2,82.7,7.3,466,0.79,0.9,19.9,490,19.6,26.6,131,55,Okhla,Yamuna,Moderate,Medium
2023,North East Delhi,Welcome,East,130940,26.38,23.57,89.4,84.1,7.3,296,0.78,1,20.2,975,18.8,23.2,130,55,Dwarka,Yamuna,Moderate,Medium
2024,North East Delhi,Welcome,East,133459,27.18,24.83,91.4,84.8,7.6,287,0.26,2.2,20.6,905,17.6,20.9,125,55,Okhla,Groundwater,Moderate,Medium
2025,North East Delhi,Welcome,East,135306,28.03,26.23,93.6,85.4,7.8,279,0.28,2.2,21,470,17,22.7,96,55,Bawana,Ganga Canal,Moderate,Low
2014,North East Delhi,Yamuna Vihar,East,105242,21.39,16.82,78.6,82,7.9,325,0.56,0.5,16.5,503,32.8,40.1,253,30,Okhla,Yamuna,Moderate,High
2015,North East Delhi,Yamuna Vihar,East,107461,22.07,18,81.6,82.8,7.7,469,0.36,2,16.7,524,31.9,36,239,30,Bhagirathi,Ganga Canal,Moderate,High
2016,North East Delhi,Yamuna Vihar,East,109485,21.37,17.75,83.1,84.2,7.8,240,0.72,1.8,17,839,30.9,37.8,218,30,Bawana,Groundwater,Moderate,High
2017,North East Delhi,Yamuna Vihar,East,111450,22.66,18.64,82.2,85.3,8.2,329,0.46,1,17.3,671,30,37.1,234,30,Okhla,Ganga Canal,Moderate,High
2018,North East Delhi,Yamuna Vihar,East,113001,23.11,19.32,83.6,86.2,7.7,193,0.41,2,17.7,496,28.9,35.1,219,30,Wazirabad,Yamuna,Moderate,High
2019,North East Delhi,Yamuna Vihar,East,114400,22.21,19.33,87,87.4,7.1,338,0.63,2.3,18,510,28.1,31.2,183,30,Chandrawal,Groundwater,Moderate,Medium
2020,North East Delhi,Yamuna Vihar,East,116373,22.75,19.83,87.2,88.4,7.7,250,0.52,2.3,18.4,943,27.1,33.7,180,30,Wazirabad,Ganga Canal,Good,Medium
2021,North East Delhi,Yamuna Vihar,East,118678,25.35,22.21,87.6,89.5,8,461,0.33,1.4,18.7,925,26.2,31.5,188,30,Bhagirathi,Yamuna,Good,Medium
2022,North East Delhi,Yamuna Vihar,East,121216,24.97,22.57,90.4,90.6,7.3,268,0.73,1.2,19.1,830,25.2,30.2,164,30,Okhla,Yamuna,Good,Medium
2023,North East Delhi,Yamuna Vihar,East,123253,24.46,22.53,92.1,91.9,7.9,282,0.41,1.7,19.3,865,24.5,29,143,30,Wazirabad,Yamuna,Good,Low
2024,North East Delhi,Yamuna Vihar,East,125687,25.74,23.79,92.4,92.7,8.2,503,0.47,0.6,19.6,608,23.9,31.3,149,30,Haiderpur,Ganga Canal,Good,Low
2025,North East Delhi,Yamuna Vihar,East,127400,26.47,24.91,94.1,94.1,7.1,496,0.4,0.5,19.9,688,22.8,30.6,123,30,Dwarka,Yamuna,Good,Low
2014,North East Delhi,Bhajanpura,East,112276,21.82,17.26,79.1,76.5,7.6,295,0.31,2.3,11.8,570,26.3,33.9,228,31,Haiderpur,Yamuna,Poor,High
2015,North East Delhi,Bhajanpura,East,114237,24.4,19.35,79.3,77.2,7.3,400,0.43,2.5,12.3,955,25.7,30.7,230,31,Bawana,Yamuna,Poor,High
2016,North East Delhi,Bhajanpura,East,115749,23.63,19.26,81.5,78.2,7.1,388,0.73,0.3,12.8,669,25.2,31.3,213,31,Bawana,Groundwater,Poor,High
2017,North East Delhi,Bhajanpura,East,117594,22.94,19.54,85.2,78.9,8,358,0.48,1,13,965,24.4,32.3,177,31,Wazirabad,Ganga Canal,Poor,Medium
2018,North East Delhi,Bhajanpura,East,119296,24.76,21.33,86.2,79.7,7.5,462,0.48,0.4,13.3,576,23.8,28.5,181,31,Dwarka,Yamuna,Poor,Medium
2019,North East Delhi,Bhajanpura,East,120792,24.19,21.2,87.6,80.7,8,366,0.4,0.6,13.6,921,23.2,30,175,31,Dwarka,Ganga Canal,Moderate,Medium
2020,North East Delhi,Bhajanpura,East,122806,23.49,20.53,87.4,82.1,8,392,0.73,0.9,14,487,22.7,28,166,31,Bawana,Ganga Canal,Moderate,Medium
2021,North East Delhi,Bhajanpura,East,124385,23.81,21.08,88.5,82.8,8.2,344,0.53,2.4,14.4,819,21.6,28,162,31,Bhagirathi,Yamuna,Moderate,Medium
2022,North East Delhi,Bhajanpura,East,126022,26.36,23.65,89.7,83.6,8.2,307,0.52,0.8,14.8,734,20.8,24.7,141,31,Okhla,Groundwater,Moderate,Medium
2023,North East Delhi,Bhajanpura,East,128703,24.78,22.24,89.8,84.8,7.5,301,0.29,1.4,15.2,576,20.1,25.3,133,31,Chandrawal,Yamuna,Moderate,Medium
2024,North East Delhi,Bhajanpura,East,130695,25.49,23.43,91.9,86,8,336,0.53,1.6,15.6,647,19.6,25.2,136,31,Haiderpur,Yamuna,Moderate,Medium
